bicycle_count,date,year,coordinates,long,lat
6100,20121002,2012,POINT (12.572774314432822 55.663837772464426),12.572774314432822,55.663837772464426
7800,20120815,2012,POINT (12.566078223786963 55.684903338680776),12.566078223786963,55.684903338680776
1800,20120524,2012,POINT (12.533752890667518 55.64928536301202),12.533752890667518,55.64928536301202
1200,20120524,2012,POINT (12.522667713530236 55.649620365828596),12.522667713530236,55.649620365828596
200,20120109,2012,POINT (12.503340180003141 55.667270334459104),12.503340180003141,55.667270334459104
200,20120109,2012,POINT (12.503752237886923 55.667269280376786),12.503752237886923,55.667269280376786
100,20120109,2012,POINT (12.50200706647201 55.66760229280592),12.50200706647201,55.66760229280592
700,20120620,2012,POINT (12.498332092647008 55.660713655440794),12.498332092647008,55.660713655440794
100,20120620,2012,POINT (12.500167478573639 55.661242795498666),12.500167478573639,55.661242795498666
400,20120620,2012,POINT (12.50056448894979 55.66182821119329),12.50056448894979,55.66182821119329
3600,20140521,2014,POINT (12.484568131267226 55.68269904175586),12.484568131267226,55.68269904175586
600,20120530,2012,POINT (12.485114263176717 55.68126967762875),12.485114263176717,55.68126967762875
200,20120530,2012,POINT (12.497858856214046 55.68924899229017),12.497858856214046,55.68924899229017
1300,20120530,2012,POINT (12.499499776241597 55.6898150689054),12.499499776241597,55.6898150689054
100,20120530,2012,POINT (12.500695533571804 55.69030567637416),12.500695533571804,55.69030567637416
100,20120530,2012,POINT (12.502049235105384 55.690816949910605),12.502049235105384,55.690816949910605
100,20120530,2012,POINT (12.503339255668104 55.69136361097493),12.503339255668104,55.69136361097493
100,20120530,2012,POINT (12.504633724834846 55.6918765489081),12.504633724834846,55.6918765489081
2100,20171005,2017,POINT (12.54536159590349 55.665716639223675),12.54536159590349,55.665716639223675
4200,20141009,2014,POINT (12.555480799845194 55.672789742293425),12.555480799845194,55.672789742293425
4300,20180913,2018,POINT (12.565285927581062 55.68577222566224),12.565285927581062,55.68577222566224
2700,20121001,2012,POINT (12.585556119632912 55.645783006066615),12.585556119632912,55.645783006066615
500,20111010,2011,POINT (12.556191146906142 55.697186644663866),12.556191146906142,55.697186644663866
600,20110112,2011,POINT (12.581020593388711 55.69963534468381),12.581020593388711,55.69963534468381
5300,20170905,2017,POINT (12.582833204107986 55.70919162374548),12.582833204107986,55.70919162374548
3100,20180503,2018,POINT (12.57503118345728 55.72672150608358),12.57503118345728,55.72672150608358
1700,20101117,2010,POINT (12.516238823575375 55.69138984194462),12.516238823575375,55.69138984194462
8700,20130910,2013,POINT (12.581701777785142 55.682404156326946),12.581701777785142,55.682404156326946
13300,20190910,2019,POINT (12.553231789688152 55.69825734515751),12.553231789688152,55.69825734515751
26000,20190926,2019,POINT (12.570965051983404 55.67421924045831),12.570965051983404,55.67421924045831
4600,20180515,2018,POINT (12.564870642192172 55.64191001304144),12.564870642192172,55.64191001304144
3900,20110505,2011,POINT (12.543022383544537 55.67988444323707),12.543022383544537,55.67988444323707
10000,20110505,2011,POINT (12.54780492755579 55.67925854165044),12.54780492755579,55.67925854165044
5200,20110505,2011,POINT (12.531984797933 55.6707659504385),12.531984797933,55.6707659504385
5400,20110505,2011,POINT (12.530974007175914 55.670324645536994),12.530974007175914,55.670324645536994
12200,20140513,2014,POINT (12.534451541696267 55.678043576241556),12.534451541696267,55.678043576241556
12600,20120502,2012,POINT (12.528775692883878 55.68750437318448),12.528775692883878,55.68750437318448
9400,20120502,2012,POINT (12.519596922054008 55.68114030306553),12.519596922054008,55.68114030306553
9300,20120502,2012,POINT (12.51891444091746 55.679170782554536),12.51891444091746,55.679170782554536
4800,20120502,2012,POINT (12.533419291703371 55.674679588700805),12.533419291703371,55.674679588700805
3900,20130522,2013,POINT (12.496853000076753 55.68257909029756),12.496853000076753,55.68257909029756
2800,20140513,2014,POINT (12.503275035597236 55.68699311527187),12.503275035597236,55.68699311527187
2200,20140513,2014,POINT (12.5066571052462 55.67343969582955),12.5066571052462,55.67343969582955
7700,20130522,2013,POINT (12.523198418187295 55.68246392741355),12.523198418187295,55.68246392741355
9900,20130522,2013,POINT (12.54048455865661 55.686980080852145),12.54048455865661,55.686980080852145
7100,20140513,2014,POINT (12.533406009102647 55.68231716677646),12.533406009102647,55.68231716677646
700,20161011,2016,POINT (12.592684067945376 55.67946245514389),12.592684067945376,55.67946245514389
7100,20140429,2014,POINT (12.537014103757002 55.69227667666275),12.537014103757002,55.69227667666275
900,20140423,2014,POINT (12.544149133836589 55.69978455154474),12.544149133836589,55.69978455154474
11800,20140429,2014,POINT (12.531054185830063 55.702777372497984),12.531054185830063,55.702777372497984
2400,20140429,2014,POINT (12.53862144479206 55.69221972668674),12.53862144479206,55.69221972668674
6600,20140423,2014,POINT (12.541777722497745 55.70083818984552),12.541777722497745,55.70083818984552
700,20140617,2014,POINT (12.542271457424073 55.705994853403666),12.542271457424073,55.705994853403666
1100,20140617,2014,POINT (12.545435622613446 55.70119224418391),12.545435622613446,55.70119224418391
1500,20140424,2014,POINT (12.532621257644527 55.705461108799724),12.532621257644527,55.705461108799724
3400,20140423,2014,POINT (12.551511257515706 55.700228031302835),12.551511257515706,55.700228031302835
900,20140423,2014,POINT (12.547476650364091 55.695898814800174),12.547476650364091,55.695898814800174
2300,20140617,2014,POINT (12.53986095714215 55.70147488148527),12.53986095714215,55.70147488148527
1300,20140617,2014,POINT (12.548503830739081 55.70072822829801),12.548503830739081,55.70072822829801
6200,20140917,2014,POINT (12.55296791241713 55.66672413138855),12.55296791241713,55.66672413138855
6400,20160908,2016,POINT (12.59260674503833 55.6757333246958),12.59260674503833,55.6757333246958
800,20140514,2014,POINT (12.486055942211598 55.65895063231492),12.486055942211598,55.65895063231492
1400,20170523,2017,POINT (12.584942548542672 55.66366473680773),12.584942548542672,55.66366473680773
1100,20140522,2014,POINT (12.629718021981414 55.655914489377075),12.629718021981414,55.655914489377075
3300,20140903,2014,POINT (12.546018105191314 55.69718021672683),12.546018105191314,55.69718021672683
500,20140903,2014,POINT (12.541289612473134 55.69997188418349),12.541289612473134,55.69997188418349
1800,20140903,2014,POINT (12.539461804889312 55.70081283902991),12.539461804889312,55.70081283902991
1800,20140917,2014,POINT (12.499682351590211 55.699020063551984),12.499682351590211,55.699020063551984
1600,20140917,2014,POINT (12.497763737970136 55.702366821664455),12.497763737970136,55.702366821664455
5600,20140917,2014,POINT (12.549311876637697 55.665394693911715),12.549311876637697,55.665394693911715
6600,20150924,2015,POINT (12.552226191055396 55.668849544844576),12.552226191055396,55.668849544844576
10200,20140914,2014,POINT (12.556822020207509 55.668580826428865),12.556822020207509,55.668580826428865
1200,20170830,2017,POINT (12.556131341047413 55.67674693209957),12.556131341047413,55.67674693209957
3200,20170830,2017,POINT (12.556921404322322 55.67979950573487),12.556921404322322,55.67979950573487
100,20170830,2017,POINT (12.575808788019184 55.694072077667286),12.575808788019184,55.694072077667286
100,20170829,2017,POINT (12.562595023257952 55.68359678163798),12.562595023257952,55.68359678163798
4000,20190514,2019,POINT (12.587753952812452 55.708430608971284),12.587753952812452,55.708430608971284
9700,20190917,2019,POINT (12.57633816398093 55.67277244193488),12.57633816398093,55.67277244193488
600,20140903,2014,POINT (12.587991969930691 55.7102153968216),12.587991969930691,55.7102153968216
4000,20140521,2014,POINT (12.491933835268405 55.68282965815694),12.491933835268405,55.68282965815694
4900,20140617,2014,POINT (12.576116603519514 55.67508873639254),12.576116603519514,55.67508873639254
1300,20140910,2014,POINT (12.5974141732321 55.66143952962625),12.5974141732321,55.66143952962625
100,20140625,2014,POINT (12.603670043021932 55.6578379968133),12.603670043021932,55.6578379968133
17500,20190919,2019,POINT (12.564154405056602 55.662491400189865),12.564154405056602,55.662491400189865
5600,20141008,2014,POINT (12.579412836149814 55.68209995942369),12.579412836149814,55.68209995942369
8900,20160913,2016,POINT (12.557845329880202 55.66590158673637),12.557845329880202,55.66590158673637
400,20141002,2014,POINT (12.541857144633113 55.706889849870095),12.541857144633113,55.706889849870095
4200,20141001,2014,POINT (12.57747530155312 55.65981196701674),12.57747530155312,55.65981196701674
400,20141002,2014,POINT (12.564277729571675 55.72273003241089),12.564277729571675,55.72273003241089
400,20141002,2014,POINT (12.563736311180309 55.72152224393529),12.563736311180309,55.72152224393529
1400,20180503,2018,POINT (12.558799351727464 55.71528439611372),12.558799351727464,55.71528439611372
1200,20180503,2018,POINT (12.561089627758301 55.7168722229019),12.561089627758301,55.7168722229019
3600,20180918,2018,POINT (12.563968560425721 55.66224647196366),12.563968560425721,55.66224647196366
900,20110517,2011,POINT (12.578639521344833 55.716657185134764),12.578639521344833,55.716657185134764
4000,20090901,2009,POINT (12.579237850104759 55.67193996260579),12.579237850104759,55.67193996260579
7400,20150916,2015,POINT (12.575937031588637 55.67360355234275),12.575937031588637,55.67360355234275
200,20110623,2011,POINT (12.58129590109446 55.672750908847576),12.58129590109446,55.672750908847576
800,20160818,2016,POINT (12.594302061895329 55.67934678389388),12.594302061895329,55.67934678389388
300,20160623,2016,POINT (12.588287161916195 55.68064152825071),12.588287161916195,55.68064152825071
400,20180621,2018,POINT (12.583887109923625 55.68010284718476),12.583887109923625,55.68010284718476
800,20180621,2018,POINT (12.575428907590407 55.6786142619058),12.575428907590407,55.6786142619058
3500,20180927,2018,POINT (12.57591738139272 55.67733978662079),12.57591738139272,55.67733978662079
500,20100309,2010,POINT (12.490552744965344 55.68763557808),12.490552744965344,55.68763557808
11100,20161011,2016,POINT (12.592555773451084 55.67907820152803),12.592555773451084,55.67907820152803
1300,20100608,2010,POINT (12.595029576465361 55.68349360962029),12.595029576465361,55.68349360962029
1300,20170614,2017,POINT (12.575173305933067 55.66921164798122),12.575173305933067,55.66921164798122
1000,20100615,2010,POINT (12.594420325709875 55.69728052394747),12.594420325709875,55.69728052394747
5900,20180920,2018,POINT (12.573844334098313 55.69557621212727),12.573844334098313,55.69557621212727
11300,20180929,2018,POINT (12.565928042026957 55.68982303213323),12.565928042026957,55.68982303213323
1600,20100603,2010,POINT (12.59122050390886 55.66147086599969),12.59122050390886,55.66147086599969
600,20100527,2010,POINT (12.476292404725644 55.7131893147738),12.476292404725644,55.7131893147738
1100,20110830,2011,POINT (12.592208208415958 55.67315456840399),12.592208208415958,55.67315456840399
1800,20160614,2016,POINT (12.54376099559102 55.6660790138378),12.54376099559102,55.6660790138378
4000,20190612,2019,POINT (12.47316153935187 55.6811772866666),12.47316153935187,55.6811772866666
1300,20170601,2017,POINT (12.551377798710652 55.64311459388044),12.551377798710652,55.64311459388044
600,20160614,2016,POINT (12.545969568521773 55.66906975641849),12.545969568521773,55.66906975641849
700,20160614,2016,POINT (12.545659311339142 55.66889322034556),12.545659311339142,55.66889322034556
400,20110621,2011,POINT (12.552801804949441 55.64633197066396),12.552801804949441,55.64633197066396
200,20110830,2011,POINT (12.573818600825179 55.66539118924843),12.573818600825179,55.66539118924843
700,20110728,2011,POINT (12.600154088798984 55.6955294866582),12.600154088798984,55.6955294866582
2300,20160614,2016,POINT (12.545751561729846 55.669602800279165),12.545751561729846,55.669602800279165
200,20160614,2016,POINT (12.546127915568377 55.665440929511796),12.546127915568377,55.665440929511796
900,20110621,2011,POINT (12.564120902530737 55.65428503443878),12.564120902530737,55.65428503443878
1100,20170614,2017,POINT (12.562873820269791 55.6533421219334),12.562873820269791,55.6533421219334
100,20170601,2017,POINT (12.596600401792113 55.6773491116173),12.596600401792113,55.6773491116173
100,20110609,2011,POINT (12.599578967334349 55.681717195055604),12.599578967334349,55.681717195055604
13400,20180920,2018,POINT (12.561513804908733 55.686300412668096),12.561513804908733,55.686300412668096
100,20110830,2011,POINT (12.609951078132402 55.69563585791694),12.609951078132402,55.69563585791694
1000,20100615,2010,POINT (12.549189088594623 55.64652007252831),12.549189088594623,55.64652007252831
11200,20190917,2019,POINT (12.580791923984625 55.670427639358365),12.580791923984625,55.670427639358365
5800,20140910,2014,POINT (12.545936189920853 55.6562272246999),12.545936189920853,55.6562272246999
1100,20160913,2016,POINT (12.54551165229612 55.66925915596502),12.54551165229612,55.66925915596502
200,20110830,2011,POINT (12.52568441005027 55.637345855541994),12.52568441005027,55.637345855541994
9200,20160913,2016,POINT (12.558022853052442 55.66535866549482),12.558022853052442,55.66535866549482
3600,20140521,2014,POINT (12.483105192435882 55.68266687241436),12.483105192435882,55.68266687241436
1700,20100615,2010,POINT (12.59209526049701 55.69519309394248),12.59209526049701,55.69519309394248
6800,20190919,2019,POINT (12.544200668469932 55.70427847067259),12.544200668469932,55.70427847067259
500,20090416,2009,POINT (12.61492196819693 55.65608040778611),12.61492196819693,55.65608040778611
700,20090416,2009,POINT (12.612583214607529 55.658012326991994),12.612583214607529,55.658012326991994
2700,20090416,2009,POINT (12.61103487590134 55.659870147908535),12.61103487590134,55.659870147908535
1300,20090416,2009,POINT (12.608298407655306 55.66194680204511),12.608298407655306,55.66194680204511
9800,20190919,2019,POINT (12.54152923938923 55.69880859326526),12.54152923938923,55.69880859326526
900,20090526,2009,POINT (12.528580816671527 55.651999639220186),12.528580816671527,55.651999639220186
2100,20150909,2015,POINT (12.55815534649189 55.666366702877966),12.55815534649189,55.666366702877966
2100,20150909,2015,POINT (12.557519148453176 55.668456677881615),12.557519148453176,55.668456677881615
900,20150909,2015,POINT (12.558566000720125 55.669017887850124),12.558566000720125,55.669017887850124
300,20150909,2015,POINT (12.562933805520592 55.667978498205116),12.562933805520592,55.667978498205116
3200,20141008,2014,POINT (12.586381108462522 55.6838304469952),12.586381108462522,55.6838304469952
1000,20091021,2009,POINT (12.561379519248247 55.713594242932274),12.561379519248247,55.713594242932274
4000,20090421,2009,POINT (12.61221826734709 55.66179348885956),12.61221826734709,55.66179348885956
1100,20090526,2009,POINT (12.513213495829481 55.655459926763676),12.513213495829481,55.655459926763676
600,20090520,2009,POINT (12.580256200076358 55.69726765209504),12.580256200076358,55.69726765209504
700,20090520,2009,POINT (12.588418683414108 55.69866235924387),12.588418683414108,55.69866235924387
1900,20090901,2009,POINT (12.579440588872169 55.69825697556637),12.579440588872169,55.69825697556637
400,20090901,2009,POINT (12.578246430166619 55.70159271915641),12.578246430166619,55.70159271915641
400,20090901,2009,POINT (12.578326183502188 55.702093149917765),12.578326183502188,55.702093149917765
400,20090901,2009,POINT (12.578349497704043 55.70258247365169),12.578349497704043,55.70258247365169
900,20090820,2009,POINT (12.585323693899234 55.66597918997105),12.585323693899234,55.66597918997105
900,20090901,2009,POINT (12.581043677061933 55.70229072396002),12.581043677061933,55.70229072396002
900,20090901,2009,POINT (12.580914510483518 55.69894296547806),12.580914510483518,55.69894296547806
200,20101104,2010,POINT (12.53984820081136 55.66508446981981),12.53984820081136,55.66508446981981
200,20101213,2010,POINT (12.573443534683596 55.634644373895824),12.573443534683596,55.634644373895824
3200,20101006,2010,POINT (12.59211311391587 55.703440172748685),12.59211311391587,55.703440172748685
3400,20111006,2011,POINT (12.562917981308976 55.67337626950716),12.562917981308976,55.67337626950716
4400,20101006,2010,POINT (12.588014136616888 55.70305345819816),12.588014136616888,55.70305345819816
700,20101216,2010,POINT (12.606213330672427 55.68305474482197),12.606213330672427,55.68305474482197
1000,20100908,2010,POINT (12.547212456634929 55.66785648079408),12.547212456634929,55.66785648079408
1600,20101117,2010,POINT (12.521536575899729 55.69588910199282),12.521536575899729,55.69588910199282
5200,20101123,2010,POINT (12.540518322496613 55.69721103938275),12.540518322496613,55.69721103938275
1300,20101109,2010,POINT (12.606942063920847 55.64234905293757),12.606942063920847,55.64234905293757
8400,20100929,2010,POINT (12.587548666987502 55.66370801968671),12.587548666987502,55.66370801968671
3000,20171005,2017,POINT (12.54195552035054 55.666170358078304),12.54195552035054,55.666170358078304
6200,20100915,2010,POINT (12.561072497763373 55.692827590246),12.561072497763373,55.692827590246
11100,20110921,2011,POINT (12.596794857228318 55.6739060582048),12.596794857228318,55.6739060582048
600,20101116,2010,POINT (12.520475111277142 55.711147989712586),12.520475111277142,55.711147989712586
4900,20101202,2010,POINT (12.577436018177243 55.6927348085392),12.577436018177243,55.6927348085392
1000,20180621,2018,POINT (12.579533297317404 55.679283342920954),12.579533297317404,55.679283342920954
1700,20150415,2015,POINT (12.543572229909158 55.72240572436868),12.543572229909158,55.72240572436868
2000,20110804,2011,POINT (12.583662808767516 55.72009422647465),12.583662808767516,55.72009422647465
3700,20160927,2016,POINT (12.544448348283655 55.65307745948508),12.544448348283655,55.65307745948508
6800,20150521,2015,POINT (12.561658032626845 55.66297847204795),12.561658032626845,55.66297847204795
6500,20150521,2015,POINT (12.562126985739724 55.662949800653536),12.562126985739724,55.662949800653536
5300,20150506,2015,POINT (12.58262284170524 55.70220371940848),12.58262284170524,55.70220371940848
2800,20150512,2015,POINT (12.58673421892961 55.70331034128356),12.58673421892961,55.70331034128356
1500,20150506,2015,POINT (12.589568308496574 55.7035946344645),12.589568308496574,55.7035946344645
7900,20150609,2015,POINT (12.580745763382257 55.675445007919684),12.580745763382257,55.675445007919684
9800,20150929,2015,POINT (12.543399943917345 55.67101689157715),12.543399943917345,55.67101689157715
700,20150408,2015,POINT (12.588966769659834 55.70617893697679),12.588966769659834,55.70617893697679
300,20151008,2015,POINT (12.587417126346718 55.7096689207106),12.587417126346718,55.7096689207106
200,20151008,2015,POINT (12.5877716389114 55.70907494350884),12.5877716389114,55.70907494350884
1700,20150408,2015,POINT (12.581039149800183 55.6915962510719),12.581039149800183,55.6915962510719
10600,20150528,2015,POINT (12.572635076333128 55.67405822685476),12.572635076333128,55.67405822685476
11000,20150528,2015,POINT (12.57154858705438 55.673098927708175),12.57154858705438,55.673098927708175
1800,20150908,2015,POINT (12.620690722006245 55.663334763748985),12.620690722006245,55.663334763748985
1200,20150908,2015,POINT (12.625833685766583 55.664226053201496),12.625833685766583,55.664226053201496
1100,20150924,2015,POINT (12.554390877820339 55.69240089987186),12.554390877820339,55.69240089987186
2300,20190917,2019,POINT (12.583665646695062 55.67239507294156),12.583665646695062,55.67239507294156
1400,20151006,2015,POINT (12.558518703978152 55.68741850218585),12.558518703978152,55.68741850218585
4800,20151006,2015,POINT (12.55565302003072 55.689563160918794),12.55565302003072,55.689563160918794
7200,20151006,2015,POINT (12.556283286966977 55.69260181362729),12.556283286966977,55.69260181362729
5900,20151006,2015,POINT (12.562109509366445 55.68693687235788),12.562109509366445,55.68693687235788
900,20151006,2015,POINT (12.553746288121213 55.6923515384513),12.553746288121213,55.6923515384513
400,20151006,2015,POINT (12.557935376577504 55.688665598971184),12.557935376577504,55.688665598971184
6100,20150301,2015,POINT (12.55536315376714 55.68742895704861),12.55536315376714,55.68742895704861
300,20151008,2015,POINT (12.588114301201784 55.70838789384589),12.588114301201784,55.70838789384589
200,20151008,2015,POINT (12.586906915631866 55.709317250756364),12.586906915631866,55.709317250756364
400,20151008,2015,POINT (12.585438643937099 55.709093785909346),12.585438643937099,55.709093785909346
100,20151008,2015,POINT (12.586764810179474 55.70769752657829),12.586764810179474,55.70769752657829
100,20151008,2015,POINT (12.58608290957106 55.70907130406456),12.58608290957106,55.70907130406456
200,20160414,2016,POINT (12.641814230457085 55.64615156858807),12.641814230457085,55.64615156858807
2800,20160525,2016,POINT (12.549958526669231 55.66881594724645),12.549958526669231,55.66881594724645
1300,20160525,2016,POINT (12.551136664233118 55.668866298019736),12.551136664233118,55.668866298019736
3100,20160525,2016,POINT (12.54913653692526 55.667694439376426),12.54913653692526,55.667694439376426
3600,20160525,2016,POINT (12.55003163927518 55.667974253427715),12.55003163927518,55.667974253427715
1500,20160525,2016,POINT (12.555885699793398 55.67037314969033),12.555885699793398,55.67037314969033
1200,20160525,2016,POINT (12.558487438619094 55.67117085652349),12.558487438619094,55.67117085652349
1200,20160525,2016,POINT (12.559557582692777 55.67138884244935),12.559557582692777,55.67138884244935
800,20160525,2016,POINT (12.562003109646458 55.6724047686994),12.562003109646458,55.6724047686994
2000,20160525,2016,POINT (12.54835226064184 55.67199222229681),12.54835226064184,55.67199222229681
7400,20190515,2019,POINT (12.556999970376923 55.7190154010696),12.556999970376923,55.7190154010696
2900,20180920,2018,POINT (12.530766089495033 55.66381517163843),12.530766089495033,55.66381517163843
14800,20190918,2019,POINT (12.59469602287859 55.678499033617356),12.59469602287859,55.678499033617356
14600,20180919,2018,POINT (12.599324106755141 55.67785142559874),12.599324106755141,55.67785142559874
3600,20160908,2016,POINT (12.599086934499402 55.67809938862929),12.599086934499402,55.67809938862929
7700,20160908,2016,POINT (12.600194847884708 55.678750847817625),12.600194847884708,55.678750847817625
7600,20160908,2016,POINT (12.600753516133715 55.679436789767834),12.600753516133715,55.679436789767834
13900,20160929,2016,POINT (12.554799395109653 55.69884781819278),12.554799395109653,55.69884781819278
10500,20161004,2016,POINT (12.548406707372926 55.70294460718135),12.548406707372926,55.70294460718135
9700,20161004,2016,POINT (12.547658555408942 55.70336338340459),12.547658555408942,55.70336338340459
11200,20161005,2016,POINT (12.540045341874835 55.707998921690134),12.540045341874835,55.707998921690134
7400,20161005,2016,POINT (12.539413860151376 55.70864450784134),12.539413860151376,55.70864450784134
1000,20160919,2016,POINT (12.479784725070866 55.68567647928312),12.479784725070866,55.68567647928312
500,20160919,2016,POINT (12.481570063393445 55.686014200193924),12.481570063393445,55.686014200193924
4000,20161005,2016,POINT (12.534613105805812 55.71397770733069),12.534613105805812,55.71397770733069
5000,20180529,2018,POINT (12.49264558961257 55.68485527143219),12.49264558961257,55.68485527143219
1900,20161011,2016,POINT (12.59279046933807 55.67884076486995),12.59279046933807,55.67884076486995
500,20161011,2016,POINT (12.593412023901614 55.679603024788435),12.593412023901614,55.679603024788435
5100,20160224,2016,POINT (12.539297299647409 55.7080315929284),12.539297299647409,55.7080315929284
200,20160614,2016,POINT (12.547561042166649 55.66946478084812),12.547561042166649,55.66946478084812
1400,20160303,2016,POINT (12.57052303548207 55.69441228557693),12.57052303548207,55.69441228557693
1400,20160901,2016,POINT (12.568376337685736 55.67945004020151),12.568376337685736,55.67945004020151
5400,20161012,2016,POINT (12.592952887986499 55.68157029870183),12.592952887986499,55.68157029870183
800,20160525,2016,POINT (12.594330445270371 55.67086119754299),12.594330445270371,55.67086119754299
2600,20190917,2019,POINT (12.582328391555762 55.66900538228939),12.582328391555762,55.66900538228939
5100,20160927,2016,POINT (12.546333119575465 55.656139884880716),12.546333119575465,55.656139884880716
1700,20170403,2017,POINT (12.56323791382335 55.67356176490458),12.56323791382335,55.67356176490458
600,20170420,2017,POINT (12.59178537488348 55.67187899285663),12.59178537488348,55.67187899285663
1000,20170419,2017,POINT (12.59164728131782 55.67274274800676),12.59164728131782,55.67274274800676
3000,20170509,2017,POINT (12.514649384697876 55.663407195893654),12.514649384697876,55.663407195893654
2800,20170509,2017,POINT (12.51262646031785 55.66337647082329),12.51262646031785,55.66337647082329
3600,20160908,2016,POINT (12.599104942805758 55.67803811062185),12.599104942805758,55.67803811062185
4100,20170912,2017,POINT (12.597804053283733 55.677786185244386),12.597804053283733,55.677786185244386
5400,20160908,2016,POINT (12.599900306170904 55.677787913981234),12.599900306170904,55.677787913981234
5400,20160908,2016,POINT (12.599902804990402 55.67773112865055),12.599902804990402,55.67773112865055
18000,20170417,2017,POINT (12.544804163799293 55.6882901934875),12.544804163799293,55.6882901934875
100,20170523,2017,POINT (12.539401600166626 55.72371406753272),12.539401600166626,55.72371406753272
500,20170425,2017,POINT (12.587316703924317 55.67851327411831),12.587316703924317,55.67851327411831
100,20170426,2017,POINT (12.590376838500354 55.67337473617212),12.590376838500354,55.67337473617212
1500,20171004,2017,POINT (12.576093211711981 55.676235458061015),12.576093211711981,55.676235458061015
900,20170831,2017,POINT (12.553151883680957 55.65596556889656),12.553151883680957,55.65596556889656
2100,20170613,2017,POINT (12.589371505749039 55.68223509899558),12.589371505749039,55.68223509899558
10300,20170926,2017,POINT (12.55799652775357 55.66906619678803),12.55799652775357,55.66906619678803
3700,20180130,2018,POINT (12.504911114033156 55.66666324681022),12.504911114033156,55.66666324681022
3200,20170831,2017,POINT (12.583309980721666 55.718149752956236),12.583309980721666,55.718149752956236
400,20180620,2018,POINT (12.576740619629758 55.67483011527252),12.576740619629758,55.67483011527252
4800,20180620,2018,POINT (12.577654867943671 55.67423921862356),12.577654867943671,55.67423921862356
4300,20180620,2018,POINT (12.578656908352427 55.674606792983155),12.578656908352427,55.674606792983155
500,20180530,2018,POINT (12.577299526406986 55.626351125871004),12.577299526406986,55.626351125871004
2000,20180530,2018,POINT (12.577824503982116 55.625583264242074),12.577824503982116,55.625583264242074
7600,20180503,2018,POINT (12.577270461827226 55.72137407739202),12.577270461827226,55.72137407739202
500,20180503,2018,POINT (12.569577361692945 55.68311969218495),12.569577361692945,55.68311969218495
2400,20190903,2019,POINT (12.555967114060316 55.65325569736527),12.555967114060316,55.65325569736527
10800,20190917,2019,POINT (12.579843934136616 55.67102821877826),12.579843934136616,55.67102821877826
1200,20090924,2009,POINT (12.57089443806079 55.69642566844307),12.57089443806079,55.69642566844307
100,20190828,2019,POINT (12.530960063914618 55.6458971323602),12.530960063914618,55.6458971323602
700,20190618,2019,POINT (12.503275444518247 55.64937903079855),12.503275444518247,55.64937903079855
400,20190828,2019,POINT (12.529619140351253 55.64710829706531),12.529619140351253,55.64710829706531
400,20190618,2019,POINT (12.487710078615091 55.6523309305399),12.487710078615091,55.6523309305399
1300,20190618,2019,POINT (12.49022298916054 55.64911673386253),12.49022298916054,55.64911673386253
3700,20090924,2009,POINT (12.569539076053983 55.70233661528426),12.569539076053983,55.70233661528426
1700,20100421,2010,POINT (12.555245843493019 55.691003257013804),12.555245843493019,55.691003257013804
5100,20100421,2010,POINT (12.557037142726768 55.689020363498464),12.557037142726768,55.689020363498464
