network,length,coverage,directness
bikeable,6187.964565883778,119.35533100231076,43.80195176186566
bikeable_offstreet,2907.550643064053,114.45859901887823,62.793839015031885
biketrack,5441.285128006578,116.75668223782866,45.802188906418415
biketrack_onstreet,2859.4549846484074,102.50842375745258,61.398016357933486
biketrackcarall,13372.078141401267,121.96692424118592,97.09134006763018
carall,10811.430834594843,118.3165603680502,94.14588067102554
