network,length,coverage,directness
bikeable,3154.8376779508817,119.35533100257837,87.656886438603
bikeable_offstreet,1507.119993463991,114.45859901891065,125.12379961362345
biketrack,2764.6227859617343,116.75668223734664,88.16244967377054
biketrack_onstreet,1437.285056404302,102.50842375643542,112.59468001402573
biketrackcarall,6892.796464809359,121.96692424104373,178.05297212797325
carall,5565.429503319879,118.31656036770053,172.24584201595488
