network,length,coverage,directness
bikeable,3234.855480203451,119.35533100257837,84.41490734612533
bikeable_offstreet,1524.8647193108611,114.45859901891065,125.69531637608614
biketrack,2835.631988681285,116.75668223734664,84.61930723176674
biketrack_onstreet,1492.66627713276,102.50842375643542,101.1741892416119
biketrackcarall,7003.206292564965,121.96692424104373,184.82550757220545
carall,5660.240581017222,118.31656036770053,178.3469807884062
