network,length,coverage,directness
bikeable,3234.855480203451,119.35533100257837,87.22249576958858
bikeable_offstreet,1524.8647193108611,114.45859901891065,101.76883694815726
biketrack,2835.631988681285,116.75668223734664,83.0308135509308
biketrack_onstreet,1492.66627713276,102.50842375643542,98.93355525557753
biketrackcarall,7003.206292564965,121.96692424104373,178.50306831589782
carall,5660.240581017222,118.31656036770053,177.45473799330728
