network,length,coverage,directness
bikeable,5737.706993651895,119.35533100257837,51.571866375913785
bikeable_offstreet,2694.2975565212523,114.45859901891065,79.1728827386952
biketrack,5035.054762417803,116.75668223734664,49.81144510954931
biketrack_onstreet,2662.156242767294,102.50842375643542,62.01633950120896
biketrackcarall,12391.598771758829,121.96692424104373,100.77646644749213
carall,10018.700252108043,118.31656036770053,102.17779132511825
