network,length,coverage,directness
bikeable,3154.8376779508817,119.35533100257837,82.46753236561656
bikeable_offstreet,1507.119993463991,114.45859901891065,115.70157050154866
biketrack,2764.6227859617343,116.75668223734664,90.77852034057285
biketrack_onstreet,1437.285056404302,102.50842375643542,118.69615589464605
biketrackcarall,6892.796464809359,121.96692424104373,179.38181371265796
carall,5565.429503319879,118.31656036770053,175.447891208239
