X,Y,Z
12.48624995094724,55.6370832929384846,4208.166015625
12.4945832842472413,55.6370832929384846,3896.9541015625
12.5029166175472408,55.6370832929384846,1824.51123046875
12.5112499508472403,55.6370832929384846,1137.1614990234375
12.5195832841472416,55.6370832929384846,1018.62506103515625
12.5279166174472412,55.6370832929384846,1526.6658935546875
12.5362499507472407,55.6370832929384846,1990.09228515625
12.544583284047242,55.6370832929384846,2081.26318359375
12.5529166173472415,55.6370832929384846,1433.689453125
12.561249950647241,55.6370832929384846,402.611114501953125
12.5695832839472423,55.6370832929384846,803.3197021484375
10.5362499587472414,57.7370832845384783,137.195938110351562
10.5445832920472409,57.7370832845384783,106.629974365234375
10.5529166253472404,57.7370832845384783,89.6274261474609375
10.5612499586472417,57.7370832845384783,203.205535888671875
10.5695832919472412,57.7370832845384783,374.400360107421875
10.5779166252472407,57.7370832845384783,205.752593994140625
10.586249958547242,57.7370832845384783,170.509658813476562
10.5945832918472416,57.7370832845384783,200.601455688476562
10.6029166251472411,57.7370832845384783,155.724502563476562
10.6112499584472406,57.7370832845384783,55.0214500427246094
10.6195832917472401,57.7370832845384783,39.5657577514648438
10.6279166250472414,57.7370832845384783,57.2152976989746094
10.4195832925472409,56.5204166227384803,15.6385822296142578
10.4279166258472404,56.5204166227384803,6.96384191513061523
10.4362499591472417,56.5204166227384803,10.5389328002929688
10.4445832924472413,56.5204166227384803,13.2931337356567383
10.4529166257472408,56.5204166227384803,25.6186981201171875
10.4612499590472403,56.5204166227384803,32.990020751953125
10.4695832923472416,56.5204166227384803,30.3505096435546875
10.4779166256472411,56.5204166227384803,46.4665451049804688
10.4862499589472407,56.5204166227384803,64.2561492919921875
10.5695832919472412,56.5204166227384803,16.2861404418945312
10.5779166252472407,56.5204166227384803,42.7224273681640625
10.586249958547242,56.5204166227384803,91.21826171875
11.9362499531472412,54.578749963838483,180.128997802734375
11.9445832864472408,54.578749963838483,22.9586219787597656
11.9529166197472421,54.578749963838483,7.22695350646972656
11.9612499530472416,54.578749963838483,4.88892698287963867
11.9695832863472411,54.578749963838483,11.2866344451904297
11.9779166196472406,54.578749963838483,17.3289737701416016
11.9195832865472404,54.5704166305384817,290.526885986328125
11.9279166198472417,54.5704166305384817,388.995941162109375
11.9362499531472412,54.5704166305384817,229.841461181640625
11.9445832864472408,54.5704166305384817,45.0947113037109375
11.9529166197472421,54.5704166305384817,20.6836452484130859
11.9612499530472416,54.5704166305384817,7.36448574066162109
11.9695832863472411,54.5704166305384817,14.2634038925170898
11.9779166196472406,54.5704166305384817,15.0133161544799805
11.9445832864472408,54.5620832972384804,31.4896640777587891
11.9529166197472421,54.5620832972384804,29.3699455261230469
11.9612499530472416,54.5620832972384804,6.04753875732421875
11.9695832863472411,54.5620832972384804,8.98385524749755859
11.9779166196472406,54.5620832972384804,13.2395229339599609
